customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total
ID0172,No,Male,1,No,No,30,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),51.09,1532.7
ID0173,Yes,Female,0,No,Yes,33,Yes,No,No,Yes,No,No,No,No internet service,No,Month-to-month,No,Electronic check,70.37,2322.21
ID0174,No,Male,0,No,Yes,57,No,No,DSL,Yes,Yes,Yes,No internet service,No,No internet service,One year,No,Electronic check,36.18,2062.2599999999998
ID0175,Yes,Male,0,No,Yes,52,Yes,No,DSL,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),56.93,2960.36
ID0176,No,Female,0,No,No,9,Yes,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No internet service,Two year,No,Credit card (automatic),29.87,268.83
ID0177,No,Female,0,No,Yes,54,Yes,No,DSL,No internet service,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),77.18,4167.72
ID0178,No,Male,0,No,Yes,1,No,Yes,DSL,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.58,29.58
ID0179,Yes,Female,0,No,Yes,44,Yes,No phone service,No,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,36.03,1585.3200000000002
ID0180,No,Female,0,No,No,9,Yes,Yes,No,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),28.55,256.95
ID0181,Yes,Male,1,Yes,Yes,32,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,58.13,1860.16
ID0182,No,Male,0,No,Yes,15,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),104.2,1563.0
ID0183,No,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,Two year,No,Credit card (automatic),110.69,1328.28
ID0184,Yes,Male,0,No,No,57,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Two year,Yes,Mailed check,27.19,1549.8300000000002
ID0185,No,Male,1,No,Yes,8,Yes,No,DSL,No,No internet service,No internet service,No internet service,No internet service,No,One year,No,Electronic check,83.46,667.68
ID0186,No,Male,1,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,88.44,6367.68
ID0187,No,Female,0,No,No,27,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),73.38,1981.2599999999998
ID0188,No,Female,0,Yes,No,62,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.7,5375.400000000001
ID0189,Yes,Male,0,Yes,No,12,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),43.37,520.4399999999999
ID0190,Yes,Female,0,Yes,No,65,No,No,No,Yes,No internet service,No internet service,Yes,No,Yes,One year,No,Mailed check,68.96,4482.4
ID0191,No,Male,0,No,No,42,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Two year,Yes,Credit card (automatic),59.09,2481.78
ID0192,No,Female,0,No,No,62,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),28.97,1796.1399999999999
ID0193,No,Male,0,No,No,11,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),82.56,908.1600000000001
ID0194,No,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,Two year,No,Mailed check,69.52,2989.3599999999997
ID0195,No,Female,0,Yes,No,17,Yes,No,No,No,Yes,No internet service,Yes,No,No,One year,No,Mailed check,47.52,807.84
ID0196,No,Male,0,No,No,32,Yes,No phone service,DSL,No,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,67.37,2155.84
ID0197,No,Female,0,No,Yes,40,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No internet service,One year,No,Electronic check,97.53,3901.2
ID0198,No,Female,1,No,No,23,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),100.17,2303.91
ID0199,No,Male,0,No,No,56,Yes,No phone service,No,No,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Mailed check,84.95,4757.2
ID0200,No,Male,1,No,Yes,6,Yes,No,No,No internet service,No,No,No,No internet service,No,One year,Yes,Credit card (automatic),66.77,400.62
ID0201,Yes,Female,0,Yes,No,50,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,No,Yes,Two year,Yes,Bank transfer (automatic),77.57,3878.4999999999995
ID0202,Yes,Male,0,Yes,Yes,37,No,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),58.5,2164.5
ID0203,No,Male,0,Yes,Yes,64,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No,No internet service,Two year,No,Electronic check,32.66,2090.24
ID0204,No,Male,0,No,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No internet service,One year,Yes,Electronic check,58.56,3162.2400000000002
ID0205,Yes,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,No,No,No internet service,One year,No,Bank transfer (automatic),73.03,5258.16
ID0206,Yes,Male,0,Yes,No,49,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,79.88,3914.12
ID0207,No,Female,0,Yes,Yes,11,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),113.58,1249.3799999999999
ID0208,Yes,Female,0,Yes,Yes,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Two year,No,Credit card (automatic),97.73,4788.77
ID0209,Yes,Male,0,Yes,No,21,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Two year,No,Electronic check,35.2,739.2
ID0210,No,Male,0,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,37.42,2469.7200000000003
ID0211,No,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No internet service,Two year,No,Bank transfer (automatic),30.05,1893.15
ID0212,No,Female,0,No,Yes,28,Yes,Yes,No,No internet service,No,No internet service,No,No,No internet service,One year,No,Mailed check,93.82,2626.96
ID0213,Yes,Male,0,No,Yes,17,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,90.61,1540.37
ID0214,No,Female,0,No,No,6,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),118.64,711.84
ID0215,Yes,Female,1,No,Yes,19,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,Two year,Yes,Electronic check,72.2,1371.8
ID0216,No,Female,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),102.64,5747.84
ID0217,No,Male,0,Yes,No,28,Yes,No phone service,No,No internet service,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),77.64,2173.92
ID0218,No,Female,1,Yes,Yes,66,Yes,Yes,No,Yes,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,107.41,7089.0599999999995
ID0219,No,Male,0,No,Yes,38,Yes,Yes,No,No internet service,No,Yes,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),92.1,3499.7999999999997
ID0220,No,Female,0,No,Yes,37,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,84.29,3118.73
ID0221,No,Male,0,No,Yes,68,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,Yes,Two year,No,Mailed check,76.51,5202.68
ID0222,Yes,Female,0,Yes,No,49,Yes,No,DSL,No internet service,No,No,No internet service,No internet service,Yes,Two year,No,Mailed check,92.3,4522.7
ID0223,No,Male,0,No,No,43,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),61.97,2664.71
ID0224,Yes,Female,0,Yes,No,36,No,No phone service,DSL,No,No,No internet service,Yes,No internet service,No,One year,Yes,Mailed check,29.66,1067.76
ID0225,Yes,Male,0,No,Yes,58,Yes,No,No,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.0,1392.0
ID0226,No,Male,0,Yes,No,13,Yes,No phone service,No,Yes,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),67.9,882.7
ID0227,No,Male,1,No,Yes,52,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,No,One year,No,Electronic check,79.93,4156.360000000001
ID0228,No,Male,0,Yes,Yes,58,Yes,No phone service,DSL,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,27.88,1617.04
ID0229,No,Female,0,No,Yes,32,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),48.69,1558.08
ID0230,No,Female,0,Yes,Yes,60,Yes,No phone service,No,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,52.2,3132.0
ID0231,No,Male,0,Yes,Yes,58,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),76.28,4424.24
ID0232,No,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,No,One year,Yes,Bank transfer (automatic),47.85,2679.6
ID0233,No,Male,0,Yes,No,28,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),29.56,827.68
ID0234,Yes,Male,0,Yes,Yes,1,Yes,No,DSL,Yes,No,Yes,No,No internet service,Yes,One year,Yes,Electronic check,36.49,36.49
ID0235,No,Female,1,Yes,No,42,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,37.39,1570.38
ID0236,Yes,Male,0,Yes,Yes,48,Yes,No phone service,No,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,104.27,5004.96
ID0237,Yes,Male,0,No,Yes,40,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,48.43,1937.2
ID0238,No,Female,0,No,Yes,63,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,No internet service,One year,No,Mailed check,91.47,5762.61
ID0239,Yes,Male,0,No,No,72,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No,One year,No,Credit card (automatic),76.78,5528.16
ID0240,No,Male,0,No,Yes,4,No,Yes,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),117.7,470.8
ID0241,No,Male,0,No,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,47.28,1796.64
ID0242,No,Male,0,Yes,No,27,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),35.84,967.6800000000001
ID0243,No,Female,0,Yes,No,9,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),25.2,226.79999999999998
ID0244,Yes,Female,0,Yes,No,16,Yes,No,No,Yes,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,44.1,705.6
ID0245,No,Female,0,Yes,Yes,56,No,No phone service,DSL,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,88.41,4950.96
ID0246,No,Male,0,Yes,Yes,31,Yes,No phone service,DSL,No,Yes,Yes,No,No,No internet service,One year,No,Credit card (automatic),28.53,884.4300000000001
ID0247,No,Male,0,No,No,14,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),44.47,622.5799999999999
ID0248,No,Female,0,No,Yes,25,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No,No,One year,No,Mailed check,105.53,2638.25
ID0249,No,Male,0,No,No,34,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),78.3,2662.2
ID0250,Yes,Male,0,No,No,67,Yes,No phone service,No,No,No,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,26.95,1805.6499999999999
ID0251,No,Male,0,Yes,Yes,24,Yes,Yes,No,No,No internet service,No,No internet service,Yes,Yes,Two year,No,Credit card (automatic),24.77,594.48
ID0252,No,Male,0,Yes,Yes,26,Yes,No,No,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,26.11,678.86
ID0253,No,Female,0,Yes,No,20,No,No,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),114.19,2283.8
ID0254,Yes,Female,1,No,No,64,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),104.99,6719.36
ID0255,No,Female,0,Yes,No,10,Yes,No phone service,DSL,Yes,No,No,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),104.49,1044.8999999999999
ID0256,No,Male,1,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,Two year,No,Mailed check,112.42,7532.14
ID0257,No,Female,0,Yes,Yes,24,Yes,Yes,No,No,Yes,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),70.53,1692.72
ID0258,No,Female,0,Yes,No,5,Yes,No phone service,No,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,44.73,223.64999999999998
ID0259,Yes,Male,0,No,No,67,Yes,No phone service,No,No internet service,Yes,No,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),60.13,4028.71
ID0260,No,Male,0,Yes,No,58,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,91.89,5329.62
ID0261,No,Female,0,Yes,Yes,27,Yes,No,No,No,No,Yes,Yes,No internet service,No internet service,Two year,No,Mailed check,107.6,2905.2
ID0262,Yes,Female,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,No,One year,No,Credit card (automatic),63.51,952.65
ID0263,No,Female,0,Yes,No,35,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,Yes,One year,No,Electronic check,73.54,2573.9
ID0264,No,Female,0,No,Yes,53,Yes,No phone service,DSL,No,No,No internet service,Yes,No,No internet service,Two year,Yes,Credit card (automatic),113.18,5998.54
ID0265,No,Male,0,Yes,Yes,44,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),30.75,1353.0
ID0266,No,Female,0,Yes,Yes,26,No,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,106.23,2761.98
ID0267,No,Female,0,Yes,No,47,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),35.93,1688.71
ID0268,No,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,One year,Yes,Mailed check,68.39,2325.26
ID0269,Yes,Female,0,Yes,Yes,50,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),41.84,2092.0
ID0270,No,Male,0,Yes,No,12,Yes,No phone service,No,No internet service,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),80.29,963.48
ID0271,No,Male,0,Yes,No,4,No,No phone service,Fiber optic,Yes,No,Yes,No,No internet service,No,One year,No,Credit card (automatic),75.86,303.44
ID0272,No,Male,1,Yes,Yes,48,Yes,No phone service,DSL,Yes,No,No,Yes,No internet service,No,One year,No,Credit card (automatic),58.0,2784.0
ID0273,No,Female,1,No,Yes,55,Yes,No phone service,No,No internet service,No internet service,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),106.33,5848.15
ID0274,No,Female,0,No,No,1,Yes,Yes,No,Yes,No internet service,Yes,No,Yes,Yes,One year,Yes,Mailed check,85.98,85.98
ID0275,No,Male,0,Yes,Yes,66,Yes,Yes,No,No,No internet service,Yes,No,No internet service,Yes,Two year,No,Credit card (automatic),92.12,6079.92
ID0276,No,Female,0,Yes,No,30,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),35.07,1052.1
ID0277,No,Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,No,Mailed check,108.32,324.96
ID0278,No,Male,0,Yes,Yes,21,Yes,No phone service,No,No,Yes,No,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),36.7,770.7
ID0279,No,Male,0,Yes,No,49,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,No,Two year,No,Mailed check,42.28,2071.7200000000003
ID0280,No,Female,0,No,No,62,Yes,No phone service,No,No,Yes,No,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),32.81,2034.2200000000003
ID0281,No,Male,1,Yes,Yes,38,Yes,No,No,No internet service,Yes,No internet service,Yes,No,No,One year,No,Electronic check,64.04,2433.5200000000004
ID0282,No,Female,0,Yes,Yes,15,Yes,No,No,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),108.77,1631.55
ID0283,Yes,Female,0,No,Yes,52,Yes,No,No,No,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),45.24,2352.48
ID0284,No,Female,0,Yes,No,46,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),57.38,2639.48
ID0285,Yes,Female,1,Yes,Yes,25,Yes,No,No,No,Yes,No,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),104.61,2615.25
ID0286,No,Male,0,No,Yes,21,No,Yes,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,81.78,1717.38
ID0287,No,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),95.16,475.79999999999995
ID0288,Yes,Male,0,No,Yes,70,No,No,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,Two year,No,Mailed check,41.4,2898.0
ID0289,No,Male,0,Yes,No,47,No,No,No,Yes,No internet service,Yes,Yes,No,No internet service,Two year,No,Credit card (automatic),91.65,4307.55
ID0290,Yes,Female,0,Yes,No,68,Yes,No,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),42.76,2907.68
ID0291,Yes,Female,0,No,Yes,18,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),118.73,2137.14
ID0292,No,Male,0,No,No,21,Yes,No phone service,No,No internet service,Yes,No,No,No,Yes,One year,Yes,Electronic check,75.99,1595.79
ID0293,No,Female,0,Yes,Yes,23,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),89.56,2059.88
ID0294,Yes,Female,0,No,Yes,64,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,No,One year,No,Bank transfer (automatic),31.84,2037.76
ID0295,No,Female,0,No,No,67,Yes,No,DSL,No,Yes,No,No,No internet service,No internet service,One year,No,Electronic check,45.07,3019.69
ID0296,No,Male,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Mailed check,33.97,1358.8
ID0297,Yes,Male,0,Yes,Yes,10,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,59.02,590.2
ID0298,No,Male,0,Yes,Yes,52,Yes,No phone service,Fiber optic,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.41,2517.3199999999997
ID0299,Yes,Female,0,No,No,72,Yes,No,DSL,No internet service,No,No internet service,No,No,No,One year,No,Bank transfer (automatic),93.29,6716.88
ID0300,Yes,Male,1,No,Yes,61,Yes,Yes,No,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),30.87,1883.0700000000002
ID0301,No,Male,0,No,No,64,Yes,No phone service,No,No,No internet service,No,No,No internet service,No,Two year,Yes,Mailed check,95.21,6093.44
ID0302,No,Male,0,No,Yes,5,Yes,No,No,No,No,No internet service,No,No,No,Two year,Yes,Bank transfer (automatic),24.57,122.85
ID0303,No,Male,0,Yes,Yes,53,Yes,Yes,No,Yes,Yes,Yes,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),40.2,2130.6000000000004
ID0304,No,Male,0,No,No,55,Yes,No,No,Yes,No,No,No,Yes,No,Two year,No,Mailed check,99.2,5456.0
ID0305,No,Male,0,Yes,No,37,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,94.28,3488.36
ID0306,No,Female,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No,No,Yes,One year,No,Credit card (automatic),67.63,3787.2799999999997
ID0307,No,Female,0,Yes,No,59,Yes,Yes,No,Yes,Yes,No internet service,No,No,No,Two year,Yes,Electronic check,25.0,1475.0
ID0308,No,Male,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No,No internet service,No,Yes,Two year,Yes,Mailed check,80.99,5588.3099999999995
ID0309,Yes,Male,0,Yes,No,59,Yes,No,No,No,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),60.67,3579.53
ID0310,No,Female,0,No,No,2,Yes,No,DSL,No internet service,Yes,No,Yes,No,No internet service,Two year,Yes,Mailed check,51.65,103.3
ID0311,Yes,Female,0,Yes,Yes,65,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,Yes,No,Two year,No,Bank transfer (automatic),84.04,5462.6
ID0312,Yes,Male,0,Yes,Yes,60,Yes,No,No,No,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card (automatic),63.66,3819.6
ID0313,No,Male,0,No,Yes,51,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,29.24,1491.24
ID0314,No,Male,0,Yes,No,30,Yes,No,DSL,No,Yes,Yes,No internet service,No,No,Two year,No,Credit card (automatic),111.6,3348.0
ID0315,No,Male,1,No,No,11,No,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,97.85,1076.35
ID0316,No,Female,0,No,No,39,Yes,No phone service,No,Yes,Yes,Yes,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),25.64,999.96
ID0317,Yes,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No,One year,Yes,Mailed check,72.51,5220.72
ID0318,Yes,Male,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,28.34,1785.42
ID0319,Yes,Male,0,No,No,64,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,103.73,6638.72
ID0320,No,Male,0,Yes,Yes,61,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,No internet service,Two year,Yes,Mailed check,81.3,4959.3
ID0321,No,Female,0,No,No,54,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,37.24,2010.96
ID0322,No,Female,0,No,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),22.07,1280.06
ID0323,Yes,Female,0,No,Yes,56,Yes,No phone service,No,No,No internet service,No,Yes,Yes,No,Two year,No,Mailed check,23.16,1296.96
ID0324,No,Male,0,Yes,No,34,Yes,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),70.74,2405.16
ID0325,No,Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,One year,No,Electronic check,93.44,2896.64
ID0326,No,Female,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,Yes,One year,No,Bank transfer (automatic),32.08,1668.1599999999999
ID0327,No,Male,1,Yes,Yes,1,Yes,No,No,No internet service,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),42.13,42.13
ID0328,No,Male,0,Yes,Yes,55,Yes,No phone service,No,No,No internet service,No,Yes,Yes,Yes,One year,Yes,Electronic check,52.73,2900.1499999999996
ID0329,Yes,Female,0,Yes,Yes,22,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,No,One year,Yes,Mailed check,41.81,919.82
ID0330,No,Female,1,No,No,40,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),59.13,2365.2000000000003
ID0331,No,Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),75.96,75.96
ID0332,Yes,Female,0,No,No,65,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),88.49,5751.849999999999
ID0333,Yes,Male,0,No,No,63,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,116.38,7331.94
ID0334,Yes,Male,0,Yes,Yes,54,Yes,No,No,No,Yes,Yes,No,No internet service,No internet service,One year,Yes,Credit card (automatic),113.08,6106.32
ID0335,Yes,Female,0,No,Yes,42,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,Two year,Yes,Mailed check,77.01,3234.42
ID0336,No,Male,0,No,Yes,21,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),93.42,1961.82
ID0337,No,Female,0,Yes,Yes,22,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,115.09,2531.98
ID0338,No,Female,1,No,No,38,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,One year,No,Mailed check,28.35,1077.3
ID0339,Yes,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,Yes,One year,No,Mailed check,20.56,164.48
ID0340,No,Female,0,No,No,62,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,22.98,1424.76
ID0341,No,Male,0,No,Yes,47,Yes,No,DSL,No,No,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),76.33,3587.5099999999998
ID0342,Yes,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No,One year,Yes,Mailed check,96.28,1636.76
ID0343,No,Male,0,No,No,17,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),56.71,964.07
ID0344,No,Male,1,No,No,13,No,No,No,No,No internet service,No,Yes,Yes,No internet service,One year,Yes,Bank transfer (automatic),74.52,968.76
ID0345,No,Female,0,No,Yes,17,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),71.64,1217.88
